"","actual","pred","actualp","predp"
"1",3.88525543244545,4.52405525074248,0.399361958475,2.35607065052754
"2",2.99471207636364,2.59905467309871,2.855351256025,2.02481224375207
"3",1.67968833315455,2.08960764131889,0.6275508071,1.52539344723132
"4",5.65918745566364,6.56772495530346,6.287189399775,4.21923813513286
"5",1.64756501601818,2.26147989195482,0.857424490125,1.99010328566612
"6",3.73174317862727,4.02213093394863,0.471047750675,2.27996823758339
"7",1.99272629326364,2.61733215191496,1.912703376625,3.92092134732432
"8",4.41784761912727,3.58871535591297,3.358534779575,1.73736679581354
"9",10.4731984612364,2.73042505489572,7.4582695922,2.23519675798151
"10",4.35821305689091,4.80572264554745,4.038545536175,3.82881946406843
"11",3.09012825960909,4.3643088696669,1.6852098322,3.80231120988781
"12",0.845079003563636,1.11829340969763,1.280456249675,0.194231728999706
"13",1.83780898967273,2.59796165465453,-0.578822933675,1.71207948913917
"14",1.34847425579091,2.25827816767631,0.73963920195,2.13183150970348
"15",1.18421208536364,3.32045015728718,1.224652872725,3.42483158227624
"16",7.46826227309091,5.6897145822575,6.877556901275,2.78100836589361
"17",5.32081303559091,4.61491336866381,5.367576267,3.36273849309113
"18",5.26862998279091,3.97279479966927,6.178523697725,5.37868370022515
"19",2.69351379955455,2.15437227600251,8.8241424695,4.75661793981002
"20",3.18950788777273,2.3046411528516,3.18150419735,1.83372654510403
"21",0.355891205445455,2.14382594363509,-0.8773772141,1.43654905152917
"22",0.596405643145455,2.71748960671008,1.2732494861,3.01794546331985
"23",4.70303401636364,2.94765818507232,5.316353595825,2.39159077913833
"24",1.6960032803,4.25872655287584,2.77218659215,4.43101294818963
"25",1.39699068113636,2.23181302898815,0.555508965925,2.76703448470145
"26",7.73169513676364,5.99982496911107,4.965952129775,2.35397165997796
"27",1.53273909673636,1.68150551379544,1.927796562625,1.55681506589418
"28",4.08978439802727,4.87316624818311,4.327336377575,4.00805821182304
"29",4.67620714489091,3.5546459346655,6.4899227089,4.91978442353371
"30",4.03541796543636,3.73810156573108,2.53929689655,3.71737243527485
"31",0.517665977463636,1.90164858385526,-0.6107898008,2.06860718417714
"32",4.1379225319,5.19670015140322,3.218512058475,4.06605660265744
"33",4.05516576477273,5.27817593786723,3.967397548125,4.72840173499794
"34",5.94221583176364,3.77420979498318,4.014358324425,3.04151074328859
"35",3.46565409305455,2.12147542601128,1.934819928425,1.34837990029369
"36",1.95096542020909,2.42738720935094,0.097805470725,2.35150128367084
"37",2.19653459145455,1.8511373740411,1.99957719895,1.39930834433681
"38",1.83042695864545,2.91209754618022,1.6601627593,2.60037153715173
"39",4.2773701006,3.54008631070663,3.5121193875,1.83308332079949
"40",4.78292846733636,4.62890764063328,6.13345672855,3.05893334185364
"41",4.23257876325455,5.66518691433515,4.750342530525,5.38191269824087
"42",1.63940775367273,1.55279570179818,2.19752440075,1.53800820115461
"43",1.73506915267273,2.61224194058468,2.35612760615,2.63826540237207
"44",6.57519137662727,5.91288568276623,5.8330483933,7.32740100966571
"45",4.87272357794545,5.08720667944188,0.97308077995,2.20239717025893
"46",4.36993105527273,3.68497588301277,2.83007167745,2.37398602667669
"47",4.1918631276,4.27606583637514,2.4879990316,3.33214134006202
"48",4.5778256919,4.52886935727401,2.9248992025,3.3517340757841
"49",4.29095951625455,4.24234630378286,-1.08896418515,0.790107474514083
