Country,Domestic credit to private sector (% of GDP),Exports of goods and services (annual % growth),GDP growth (annual %),Imports of goods and services (annual % growth),India_Dummy,Tax revenue (% of GDP),Tax revenue (current LCU),Taxes on exports (% of tax revenue),Taxes on exports (current LCU),Taxes on goods and services (% of revenue),Taxes on goods and services (% value added of industry and services),Taxes on goods and services (current LCU),"Taxes on income, profits and capital gains (% of revenue)","Taxes on income, profits and capital gains (% of total taxes)","Taxes on income, profits and capital gains (current LCU)",Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Total tax and contribution rate (% of profit),Year,T
Jamaica,23.4390781502,0,2.8991253496,0,0,24.0143899426,188353505500,0,0,23.2999461466,7.311396561,49247812500,40.4658080113,45.4094808445,85530349000,25.3473721292,53575344000,47.9,6,0
Jamaica,27.306685734,0,1.4319540367,0,0,24.7865464284,219517586864.44,0,0,21.4233241773,7.0855182797,54007945983,40.8120535296,46.8694577185,102886702560,24.8406319511,62622938321.44,47.9,7,0
Jamaica,30.1913240242,2.8992468381,-0.8117367033,3.9511529856,0,24.684756617,246216623790.62,0,0,20.8108713578,6.6887898394,57479580382.07,43.1457744926,48.3998729681,119168533141,25.1877502951,69568510267.55,47.9,8,0
Jamaica,28.6034758668,-17.7552333787,-4.3366501868,-27.4684856329,0,24.9559702047,265860193106,0,0,19.5572776376,6.3911987854,58710958106,43.4981145703,49.1165533563,130581363600,25.5056154319,76567871400,47.9,9,0
Jamaica,26.4056648227,-7.4578195105,-1.4578484152,-4.892798107,0,24.2781717266,279874150811.07,0,0,20.7172013059,6.719360665,65474928579,37.4049716027,42.2386946102,118215187854,30.4340004009,96184034378.07,46.7,10,0
Jamaica,26.7957382998,-1.5158168246,1.7257640107,4.6840163924,0,23.364368298,289882184760.95,0,0,21.6151549311,6.6723308744,69633178961.22,37.6900883514,41.8854802537,121418545257,30.6784172202,98830460542.73,46.6,11,0
Jamaica,28.9883287447,-3.1678359815,-0.6149185411,-5.068856243,0,24.3328930313,319764873876.51,0,0,23.6224196476,7.4254479078,81421224380.51,37.9820949994,40.9412793244,130915830195,31.1676107632,107427819301,46.6,12,1
Jamaica,29.773157543,4.7559430261,0.5038174504,2.46369495,0,24.0120252265,343836113186,0,0,24.4618542084,8.2332262761,97108516291,32.9366126,38.0272909944,130751559305,29.214625365,115976037590,46.5,13,1
Jamaica,29.3258800233,0.9630019798,0.6881175528,-0.1226737858,0,24.055633025,370877481606,0,0,24.4822958849,7.9729793252,100797514091,34.1200819467,37.8771487413,140477815356,31.4785365997,129602152159,41.1,14,1
Jamaica,30.0343880487,4.4405906396,0.9048459897,-2.1466594516,0,24.8193768373,411853980206.82,0,0,24.690380241,8.3613602383,112547587806.52,33.3462761426,36.9073180953,152004258563,32.3147369538,147302133837.3,35.3,15,1
Japan,183.1815183411,-6.7078418684,0.4063359032,1.0291155714,0,9.8959283372,51756200000000,0,0,32.9243783885,3.8419189221,19724600000000,49.1660657533,56.9106696396,29454800000000,1.504954197,901600000000,0,1,0
Japan,180.8463482163,7.7647344298,0.1179927768,0.6870941846,0,9.0615989342,46756600000000,0,0,36.2955879687,3.8569571756,19623500000000,45.9523395566,53.1358139813,24844500000000,1.5445993586,835100000000,0,2,0
Japan,180.4876477661,9.5158182743,1.5282201481,3.3965140776,0,8.9189634395,45968400000000,0,0,37.1535096365,3.8505776367,19601300000000,45.6413862647,52.3822887027,24079300000000,1.6016649734,845000000000,0,3,0
Japan,173.5370141664,14.2739099484,2.2046878823,8.1205564491,0,9.3526940561,48724300000000,0,0,35.5129928881,3.827962479,19704100000000,48.142894734,54.8221318726,26711700000000,1.553234975,861800000000,0,4,0
Japan,170.4115063969,7.169118271,1.6626704052,6.1000156671,0,10.1370110781,53131400000000,0,0,33.2595351697,3.9135550094,20340800000000,49.5349734621,57.0180721758,30294500000000,1.5211469347,930300000000,0,5,0
Japan,168.3952143155,10.3143303335,1.420006556,4.7070851679,0,10.5127413336,55389500000000,0,0,31.6041964935,3.8748679179,20198400000000,51.2036363352,59.080692189,32724500000000,1.4822290547,947300000000,0,6,0
Japan,161.5560021832,8.672124463,1.6541838812,2.184546866,0,10.1061862949,53733400000000,0,0,31.7312271662,3.7732234694,19854800000000,50.2379666239,58.5014162513,31434800000000,1.5038723514,941000000000,0,7,0
Japan,159.858210536,1.5579398519,-1.0935406004,0.696754656,0,8.9315916536,46508200000000,0,0,34.4324784831,3.6776865048,18915000000000,45.9736845938,54.302252076,25255000000000,1.6075771477,883100000000,0,8,0
Japan,166.6723867776,-23.4267694738,-5.4164127967,-15.6504123408,0,8.3689103802,40965900000000,0,0,38.5243080037,3.8410620126,18577500000000,42.110163657,49.5697641209,20306700000000,1.517746792,731900000000,0,9,0
Japan,159.8325705066,24.9105519785,4.1917392586,11.1729241397,0,8.8097844346,44080100000000,0,0,36.8978360453,3.7710510695,18614700000000,46.4406840135,53.1509683508,23429000000000,1.5578015949,785900000000,0,10,0
Japan,159.0092763963,-0.2460434472,-0.1154213397,5.803887725,0,9.3568182073,45980200000000,0,0,35.8728559912,3.8731110179,18733200000000,47.6784288343,54.1498297093,24898200000000,1.674035974,874200000000,0,11,0
Japan,159.5834144851,-0.0884886976,1.4950895859,5.4096046499,0,9.682412944,47923800000000,0,0,34.5852475776,3.8714461354,18842700000000,48.9702084546,55.6715035118,26679900000000,1.6467854462,897200000000,0,12,1
Japan,162.7226757418,0.7612128093,2.0002678411,3.2735918525,0,10.3606176452,52132100000000,0,0,32.7253615976,3.9157625356,19365200000000,50.9641756894,57.8491946421,30158000000000,1.748038442,1034400000000,48.7,13,1
Japan,163.1634674513,9.2903694152,0.3747194763,8.2679625213,0,11.469206579,58937500000000,0,0,37.0934556101,4.7991949244,24211900000000,48.6722626764,53.9040509014,31769700000000,1.6440257566,1073100000000,50.3,14,1
Japan,162.4566033489,2.941314973,1.2229210411,0.7513341735,0,11.4235720182,60695700000000,0,0,37.631831256,4.9140446591,25669500000000,46.9256232756,52.7368495627,32009000000000,1.5374082642,1048700000000,50.4,15,1
Jordan,75.7076303316,5.0177054888,5.2686165711,1.2672209584,0,18.6802964616,1188770000,0,0,34.5182850145,11.4934804478,628540000,10.7315653334,16.4379989401,195410000,14.520921088,264410000,0,1,0
Jordan,72.7400600227,18.4847135167,5.7844806821,3.4423881911,0,17.4817063959,1187700000,0,0,32.1178777476,10.576727569,624060000,10.0981456797,16.5201650248,196210000,13.2102952605,256680000,0,2,0
Jordan,70.8020025942,4.8849922611,4.1610503017,0.3315316485,0,18.2178776101,1316920000,0,0,31.8547312588,11.9005109698,753100000,8.2646340999,14.8368921423,195390000,10.465406464,247420000,0,3,0
Jordan,74.7009291857,15.3738000785,8.5672978936,20.5284225751,0,20.9960841466,1698725099,0,0,37.0140641562,14.1362157231,1019595000,7.9107240819,12.8278554387,217910000,11.2501415937,309898099,0,4,0
Jordan,88.0942252247,3.3535526465,8.1465832888,17.2013939584,0,24.4158117613,2179200000,0,0,43.6651436031,16.6619030984,1337900000,9.2591383812,13.0185389134,283700000,11.4588772846,351100000,31.1,5,0
Jordan,91.7689151785,12.4012346225,8.0933311614,3.4715853801,0,24.5549491,2621330000,0,0,46.337406565,16.9854477833,1607440000,11.8605127141,15.6958490537,411440000,10.4240715597,361610000,31.1,6,0
Jordan,91.6312547931,2.4254607589,8.1757190223,6.447715324,0,24.6896351219,2995200000,0,0,47.1308069999,17.0143327437,1871800000,12.4612866675,16.5231036325,494900000,9.2534306937,367500000,31.1,7,0
Jordan,80.0634164921,-10.8340638095,7.2324084804,3.0892508641,0,17.5084110963,2758100000,0,0,38.0086105014,12.3576231645,1801000000,12.734256289,21.8773793554,603400000,6.4768698295,306900000,31.1,8,0
Jordan,75.1481939052,-13.76298374,5.4765810497,-15.2506124899,0,16.9425814802,2879900000,0,0,37.563036362,10.8928227824,1698300000,16.913651243,26.5530053127,764700000,6.4208617181,290300000,31.1,9,0
Jordan,72.9202124834,-2.4687863313,2.3113924736,-6.2359954522,0,15.8613545817,2985900000,0,0,44.5171252708,12.3077379188,2075700000,13.3956720355,20.9183160856,624600000,6.1252064255,285600000,31.2,10,0
Jordan,73.398625262,-3.4485299911,2.5867843308,4.6089236355,0,14.9280943792,3062200000,0,0,38.93126951,11.4424538545,2107700000,12.3293743881,21.7980536869,667500000,5.3011692126,287000000,28.2,11,0
Jordan,72.9305397404,1.0854038036,2.6511705554,4.735748912,0,15.2648599408,3351400000,0,0,47.0391547791,11.9767266133,2377500000,13.6181073541,20.5376857433,688300000,5.6506341135,285600000,28.6,12,1
Jordan,72.2601357011,-6.1123272977,2.828766804,-0.667992916,0,15.2973697437,3652400000,0,0,45.9401264152,12.2560919114,2645600000,11.8392720706,18.6671777461,681800000,5.643536848,325000000,29.1,13,1
Jordan,70.5441906188,4.1597437763,3.0963302752,-1.3338789722,0,15.7715446519,4037200000,0,0,40.5016786835,12.7983825384,2943500000,10.5454345313,18.9834538789,766400000,4.5035500028,327300000,29,14,1
Jordan,70.1987059925,-7.570417142,2.3916959704,-7.574846746,0,15.2158246657,4096100000,0,0,40.9031384724,11.534376167,2779900000,12.633344614,20.9614023095,858600000,4.8967820726,332800000,29.5,15,1
Kazakhstan,15.9762060975,-1.8000000004,13.4999999984,-1.4999999992,0,9.6423006532,313431979000,0.3424589933,1073376000,42.9662960452,7.05168289,196015453000,19.8772689107,28.9318231947,90681586000,5.6874984722,25946793000,0,1,0
Kazakhstan,18.6186019483,16.6000000002,9.7999999996,3.1000000005,0,12.1343597834,458227074000,0.847838598,3885026000,37.9815187925,6.3977232937,208453864000,38.090836305,45.6223219582,209053831000,7.0336438521,38602728000,0,2,0
Kazakhstan,21.9375954102,7.5000000007,9.3000000003,-7.6000000001,0,13.0832376531,603395689000,0.7347019677,4433160000,40.840731869,7.1372362481,286037711000,38.9266767597,45.1829834005,272632174000,6.0668546,42490649000,0,3,0
Kazakhstan,26.5933317565,11.1999999996,9.6000000014,14.8999999995,0,13.9086779667,816458076000,0.7308167039,5966812000,39.9447204187,7.3289896579,381743919000,40.0567225949,46.8871964468,382814302000,5.2674462855,50339959000,0,4,0
Kazakhstan,35.6856118578,0.3999999998,9.6999999992,12.0999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0
Kazakhstan,47.7839348794,6.8,10.7,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0
Kazakhstan,58.9414877494,9.1000000002,8.9,26.0999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9,7,0
Kazakhstan,49.6474231842,0.8999999991,3.3,-11.4999999989,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0
Kazakhstan,50.2699209812,-11.8999999986,1.2,-15.7000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,9,0
Kazakhstan,39.2959169119,3.0999999999,7.3,2.9000000002,0,15.7123804636,3427737031152.2,17.4552212222,598319081702.7,14.7409661354,3.5971651888,724177558361.6,35.8261134897,51.3465554744,1760024896217,17.2483560908,847357784073.6,29.8,10,0
Kazakhstan,35.1440329534,0.3999999988,7.4,2.7999999998,0,18.2578342101,5156569737827.2,15.6910452561,809119691225.8,13.3070295458,3.7682349611,916918440712.6,34.8006933198,46.5025305539,2397935417865.7,23.8871669914,1645940879248.9,29,11,0
Kazakhstan,35.8835407287,4.8000000005,4.8,24.8000000003,0,13.3120981502,4128772081647.1,11.0845787458,457656992622.8,13.6368542008,3.5613838585,968627194012.2,33.6158794833,57.8317093437,2387739469721.9,10.8743131183,772403609177.5,29,12,1
Kazakhstan,34.8667122893,2.7000000005,6,7.7999999995,0,16.0301777646,5770707717059.7,25.4178144695,1466787781102,18.4751262037,4.4485663876,1391305530681.3,32.3361327512,42.1982167732,2435135751790.7,23.4269756333,1764214241693.2,28.9,13,1
Kazakhstan,33.5266421093,-2.5000000014,4.2,-3.9999999997,0,14.1934327397,5631362656584.7,26.884590178,1513968771657,16.2478464022,3.6547974916,1276759141759.2,32.5999625777,45.4900879265,2561711823943.1,22.8159990024,1792885935996.3,28.9,14,1
Kazakhstan,37.7291069327,-4.0999999992,1.2,-0.1000000005,0,9.8357115522,4021245451509.67,22.8929690785,920582477783.4,18.1033503143,2.8278470839,1042288836834.23,32.4653180695,46.4823643304,1869169961391.72,19.2741595366,1109697430340.82,29.2,15,1
Kenya,25.2226866951,3.6073840874,3.7799064963,19.469552276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kenya,25.8546018348,7.1150054209,0.54685953,-11.2859534101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kenya,25.1556752228,7.2120666746,2.9324755462,-0.0615914159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Kenya,27.2875160327,12.5949386691,5.1042997757,12.2958731341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Kenya,26.27687547,9.3798191442,5.9066660817,14.9433764942,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,5,0
Kenya,22.888310996,3.5404082112,6.4724942986,25.3170459425,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,6,0
Kenya,23.0449642816,6.1575310983,6.8507297706,4.4056382462,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,7,0
Kenya,25.3806117491,2.3718028949,0.2322827457,12.7438704652,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,8,0
Kenya,25.0216100009,-5.219070781,3.3069398153,8.3477321814,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,9,0
Kenya,27.2281230095,8.7443696049,8.4056992242,8.1133396156,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,10,0
Kenya,30.5726432632,9.2096320187,6.1082637198,13.2378315351,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9,11,0
Kenya,29.5361568582,6.783171312,4.5632091307,5.1995356634,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7,12,1
Kenya,31.7130527633,-2.1627431952,5.8786805668,-0.4432882856,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,13,1
Kenya,34.1337123185,5.8375903384,5.3571256434,10.3793180208,0,16.8769793853,911803698168.35,0,0,29.7972526768,10.1291983495,357994224855.65,37.421131716,49.3077704226,449590074197.95,7.8433381836,94232505384.5,37.1,14,1
Kenya,34.2464785017,6.2038732376,5.7185071338,1.1721025492,0,16.2566353938,1021597026814.22,0,0,29.3991794618,10.0194056288,399928519496,37.428892578,49.8395971698,509159842863.32,7.4276264826,101040903757.25,37.1,15,1
Kiribati,0,0,-1.4705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kiribati,0,0,3.7874626866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kiribati,0,0,2.0063246359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Kiribati,0,0,-1.6293602039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Kiribati,0,0,4.9516316265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,5,0
Kiribati,0,0,-0.0492953227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,6,0
Kiribati,0,0,2.0349472649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,7,0
Kiribati,0,0,-2.0914367581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,8,0
Kiribati,0,0,0.8027515094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,9,0
Kiribati,0,0,-0.9238846569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,10,0
Kiribati,0,0,1.594561102,0,0,17.6290232739,31055816.27,0,0,0.0677679909,0.056895121,74621.82,10.7473339996,38.1064966611,11834283.59,17.3883145954,19146910.86,31.8,11,0
Kiribati,0,0,4.7133191363,0,0,18.3162518437,33653731.65,0,0,0.3414452018,0.3478015647,477328.78,10.1573531171,42.1933423838,14199634.22,13.5745567254,18976768.65,31.8,12,1
Kiribati,0,0,4.214773912,0,0,18.0395563755,34589225.79,0,0,0.7754975784,0.9321583776,1345169.79,7.3156450293,36.6866826018,12689639.48,11.8497310568,20554416.52,32.7,13,1
Kiribati,0,0,-0.6978280873,0,0,17.7419392515,35370862.35,0,0,6.7451976514,9.7407156953,14768639.36,6.2154813306,38.4746717661,13608823.19,3.1791653635,6960796.28,32.7,14,1
Kiribati,0,0,10.4054079266,0,0,22.0874691779,50309732.92,0,0,10.7677497578,17.8068787858,30796711.95,5.689757073,32.3460392761,16273205.97,1.1327675902,3239815,32.7,15,1
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
"Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
"Korea, Rep.",106.0578056219,-2.2850831162,4.5253067636,-3.638783285,0,13.9200386419,95792820000000,0,0,32.1544151816,7.7293011492,45615491000000,25.1212816029,37.2032235819,35638017000000,4.1753984837,5923381000000,0,1,0
"Korea, Rep.",116.022397334,13.0314995024,7.4324336137,15.0070525015,0,13.6451571117,103967760000000,0,0,32.2193025726,7.6620309268,50083118000000,24.7057027465,36.938031559,38403644000000,4.2467183341,6601288000000,0,2,0
"Korea, Rep.",114.7402662152,13.8922707594,2.9332179019,10.6169140784,0,14.1400983555,114664221000000,0,0,31.2173923201,7.5029839625,52512747000000,27.5954136791,40.4834111244,46419988000000,4.0705558197,6847339000000,0,3,0
"Korea, Rep.",109.7758381504,20.6218160428,4.8998404505,12.3202994899,0,13.4464950012,117795747000000,0,0,30.3006313061,6.9654508686,53101860000000,27.4535479062,40.8438735908,48112346000000,3.878168636,6796491000000,0,4,0
"Korea, Rep.",114.8187794202,7.816231862,3.9236773923,7.8061577364,0,13.8580206748,127465700000000,0,0,29.5800016548,6.9374196514,55771200000000,28.8824441668,42.7220813129,54456000000000,3.3507899499,6317700000000,36.8,5,0
"Korea, Rep.",127.2213076776,12.0840597591,5.1761538183,12.3520852308,0,14.2894925401,138044300000000,0,0,27.9118437998,6.8065988696,57521900000000,29.2921534014,43.7298026793,60366500000000,3.327960125,6858400000000,32.5,6,0
"Korea, Rep.",134.8799559419,12.6563698887,5.4633963932,11.6416737452,0,15.4764356423,161459122000000,0,0,26.8227354457,6.9081742427,63303331000000,31.4709094606,46.0013104741,74273312000000,3.1400707081,7410763000000,31.6,7,0
"Korea, Rep.",148.3404698557,7.4962199406,2.8292231734,3.1952225182,0,15.1477746968,167305990000000,0,0,26.7010559619,6.7794518212,65847080000000,30.6192250678,45.1326452807,75509619000000,3.5585513662,8775691000000,33.9,8,0
"Korea, Rep.",144.5265779219,-0.3254901799,0.7075099464,-6.7560412607,0,14.2867475587,164541586000000,0,0,27.3061736669,6.5875393599,67030321000000,28.3833988925,42.3447109596,69674659000000,3.7352316161,9169127000000,32.3,9,0
"Korea, Rep.",135.9277756088,12.6974520606,6.4967935856,17.255976445,0,14.0454612632,177718345000000,0,0,28.1069200607,6.6888169848,74702494000000,28.1172963226,42.0497231167,74730072000000,4.0132053415,10666286000000,30.2,10,0
"Korea, Rep.",138.1332928135,15.1340265801,3.6816885691,14.3453103366,0,14.4356557946,192381242000000,0,0,26.3733911146,6.4262769984,75798085000000,30.3268689336,45.3061447644,87160524000000,3.8239397918,10990142000000,34.1,11,0
"Korea, Rep.",136.6929993516,5.0858456612,2.2923978463,2.4035196429,0,14.7179218047,202733000000000,0,0,22.4710812685,7.0897444793,86543100000000,24.491952089,46.5272550596,94326100000000,2.4950627189,9609260000000,34,12,1
"Korea, Rep.",134.9077954989,4.2600280428,2.8962049351,1.7102247064,0,14.3112146851,204571000000000,0,0,21.6647383524,6.6791273734,85012000000000,24.0414833919,46.1151873922,94338300000000,2.762119073,10838500000000,33.4,13,1
"Korea, Rep.",138.3581705229,2.029582093,3.3414477613,1.4659737865,0,13.9259016885,206949942330742,0,0,21.8075519848,6.5572893093,86772281564906,24.9154837375,47.9046988291,99138746600446,2.1876184475,8704537034362,33.2,14,1
"Korea, Rep.",140.0733006509,-0.1305919219,2.7902361671,2.0938175094,0,13.9480457665,218164717416848,0,0,21.2460311401,6.3515904173,88352814003310,26.1989370967,49.9392170036,108949751655993,2.0478971859,8516295489322,33.2,15,1
Kosovo,0.9155452715,0,26.9739178359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kosovo,3.3947409733,0,-0.7009482889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kosovo,9.4251499433,0,5.9801455955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Kosovo,14.4550945573,0,2.612126758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Kosovo,19.200543541,0,6.0332297483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Kosovo,22.6425232365,0,4.5030317557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Kosovo,28.3913837606,26.3813876194,7.2860829859,10.0091459929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Kosovo,32.8799781086,0.0821827745,2.6448186528,9.4881787477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Kosovo,34.3423917385,12.4486779438,3.341665533,5.3907218452,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,9,0
Kosovo,35.4289927184,12.5748502994,3.3095748393,9.1720092679,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,10,0
Kosovo,36.4127223912,24.961079398,4.8125633232,3.0304248989,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,11,0
Kosovo,35.9367221461,-16.5801495017,2.8953485696,-7.735841027,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,12,1
Kosovo,34.9396109321,-1.6428126945,3.4312300087,-0.120948907,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,13,1
Kosovo,35.4003925299,6.3520182209,1.198070976,8.6108479018,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,14,1
Kosovo,36.4411319723,1.9155264723,4.0944545357,3.7868808296,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,15,1
Kuwait,56.6252499766,0,0.7290264136,0,0,1.0372862349,111000000,0,0,0,0,0,0.3432494279,16.2162162162,18000000,1.6399694889,86000000,0,1,0
Kuwait,58.3370664366,0,3.0000000094,0,0,1.1820534944,137000000,0,0,0,0,0,0.4284772577,18.9781021898,26000000,1.6644693474,101000000,0,2,0
Kuwait,59.4654026775,0,17.3200003814,0,0,1.3247354034,189000000,0,0,0,0,0,0.4431314623,15.873015873,30000000,2.1713441654,147000000,0,3,0
Kuwait,56.3635782383,0,10.7621943002,0,0,1.3244276988,232000000,0,0,0,0,0,0.6044708029,22.8448275862,53000000,1.8932481752,166000000,0,4,0
Kuwait,50.9330988005,0,10.075950992,0,0,1.0299665155,243000000,0,0,0,0,0,0.4266902082,23.8683127572,58000000,1.2874273523,175000000,10.7,5,0
Kuwait,49.9532948761,0,7.5202492299,0,0,0.9704784527,286000000,0,0,0,0,0,0.5329520343,28.6713286713,82000000,1.23488886,190000000,10.7,6,0
Kuwait,59.5786562721,0,5.9916612464,0,0,1.08652282,354000000,0,0,0,0,0,0.5780653373,30.790960452,109000000,1.1932541366,225000000,10.7,7,0
Kuwait,57.2646390712,0,2.4798438329,0,0,0.8758202928,347000000,0,0,0,0,0,0.5870464825,35.1585014409,122000000,1.0345491291,215000000,10.7,8,0
Kuwait,79.119144957,0,-7.0761026159,0,0,0.9711923355,296000000,0,0,0.5887732937,0,103000000,0,0,0,1.0918029039,191000000,10.7,9,0
Kuwait,74.63939164,0,-2.3670619439,0,0,0.9794704209,324000000,0,0,0.4652692922,0.2646040027,99000000,0,0,0,1.0245323809,218000000,10.7,10,0
Kuwait,60.806248177,14.2620720925,9.628436082,5.1678119709,0,0.7997817066,340000000,0,0,0.3331889515,0.2108654763,100000000,0,0,0,0.7430113617,223000000,10.7,11,0
Kuwait,55.7433757096,7.6871490645,6.6263880808,13.9641473878,0,0.7163059139,349000000,0,0,0.2838758516,0.1655309405,90000000,0,0,0,0.8169316175,259000000,12.4,12,1
Kuwait,59.7519623584,-3.9929691905,1.149038847,-0.0847563256,0,0.7774522646,384000000,0,0,0.3427700901,0.1965662783,108000000,0,0,0,0.8759680081,276000000,12.4,13,1
Kuwait,67.6407899769,1.4043854902,0.5008769822,7.9563883137,0,0.8901391166,412000000,0,0,0.4915701808,0.2319265042,121000000,0,0,0,1.182205972,291000000,12.8,14,1
Kuwait,98.5107721048,-0.8679031037,0.5930196172,6.8322933518,0,1.3807787476,476000000,0,0,1.1867207451,0.4007243473,158000000,0,0,0,2.3884632717,318000000,13,15,1
Kyrgyz Republic,3.8290114275,-3.2382962693,5.3215842901,-13.8440857173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kyrgyz Republic,4.1783042113,8.0793413834,-0.0173531657,13.0795443504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kyrgyz Republic,4.7839793208,5.2894296284,7.0302961393,15.9952231835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Kyrgyz Republic,7.0766512596,12.8147104283,7.0268597186,16.2652957098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Kyrgyz Republic,7.9467049293,-10.9798315855,-0.1755482295,6.4715493243,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3,5,0
Kyrgyz Republic,10.5575505645,8.8957317074,3.1028986913,44.992580436,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4,6,0
Kyrgyz Republic,6.3510543411,25.8472846597,8.5428748961,11.0006622134,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,7,0
Kyrgyz Republic,13.7738524922,9.105475627,8.4016159574,13.5785138781,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,8,0
Kyrgyz Republic,13.7282828488,-1.0815784391,2.8862947005,-19.3659879547,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4,9,0
Kyrgyz Republic,13.6444808173,-11.7005673801,-0.4715668475,-6.8616345121,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,10,0
Kyrgyz Republic,11.4882726388,15.7207245599,5.9562743765,14.9269088972,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,11,0
