"","pred","actual","predp","actualp"
"1",4.71639014130545,3.88525543244545,2.52130817733991,0.399361958475
"2",3.15314663106381,2.99471207636364,2.59005474425195,2.855351256025
"3",2.94496974822064,1.67968833315455,2.71622410119843,0.6275508071
"4",6.38273922265623,5.65918745566364,3.82853711897225,6.287189399775
"5",3.1911405220214,1.64756501601818,3.26054861964153,0.857424490125
"6",4.32324325939043,3.73174317862727,2.32258309816797,0.471047750675
"7",2.34131877132552,1.99272629326364,4.08625558888772,1.912703376625
"8",3.81561924562971,4.41784761912727,1.98850649665994,3.358534779575
"9",1.95012541972347,10.4731984612364,1.52442754172522,7.4582695922
"10",4.40884464037096,4.35821305689091,3.96602095578016,4.038545536175
"11",4.64187587714128,3.09012825960909,3.96087985238202,1.6852098322
"12",2.06496307863391,0.845079003563636,1.76952564456099,1.280456249675
"13",3.1652364290861,1.83780898967273,2.30026505183399,-0.578822933675
"14",2.85666963339677,1.34847425579091,2.95722592354077,0.73963920195
"15",3.01028160737817,1.18421208536364,3.14397248099618,1.224652872725
"16",5.63106326792887,7.46826227309091,2.62444972426744,6.877556901275
"17",4.49264476164112,5.32081303559091,3.25967925584364,5.367576267
"18",3.27817570411147,5.26862998279091,4.37545487547348,6.178523697725
"19",2.72249277625909,2.69351379955455,5.42742412001008,8.8241424695
"20",3.1559552242849,3.18950788777273,2.77509722056435,3.18150419735
"21",2.75041814375395,0.355891205445455,2.37739469885296,-0.8773772141
"22",1.94687286071414,0.596405643145455,2.24069237071626,1.2732494861
"23",2.89302012762603,4.70303401636364,2.26751039118806,5.316353595825
"24",3.78101798075907,1.6960032803,4.32410508680664,2.77218659215
"25",2.60397327848729,1.39699068113636,3.17119445436446,0.555508965925
"26",5.31760619917919,7.73169513676364,1.43409165074848,4.965952129775
"27",2.5119204075438,1.53273909673636,2.33932455663792,1.927796562625
"28",4.11009062027544,4.08978439802727,2.88620594667649,4.327336377575
"29",3.69661199681182,4.67620714489091,4.96909033824934,6.4899227089
"30",4.20533266401049,4.03541796543636,3.99603700447745,2.53929689655
"31",2.13446625402252,0.517665977463636,2.6196932008728,-0.6107898008
"32",5.73443845273482,4.1379225319,4.67425660256024,3.218512058475
"33",4.44945711893478,4.05516576477273,3.68779341042538,3.967397548125
"34",3.6242490471291,5.94221583176364,2.74455033711964,4.014358324425
"35",2.6696611266817,3.46565409305455,2.23547224345323,1.934819928425
"36",2.16041327586108,1.95096542020909,2.05121758315945,0.097805470725
"37",2.744753187753,2.19653459145455,2.38335900742344,1.99957719895
"38",2.22667582326252,1.83042695864545,1.71931315160349,1.6601627593
"39",3.51245972199401,4.2773701006,1.75103995424889,3.5121193875
"40",4.34907612041819,4.78292846733636,3.6050087346141,6.13345672855
"41",4.77255769649437,4.23257876325455,4.03224619970378,4.750342530525
"42",2.04073301072879,1.63940775367273,2.29341199271479,2.19752440075
"43",1.80417890283143,1.73506915267273,1.72971766723508,2.35612760615
"44",4.93369843245533,6.57519137662727,5.6781522721823,5.8330483933
"45",5.52181988319036,4.87272357794545,2.41852846686594,0.97308077995
"46",3.51769778261951,4.36993105527273,2.10946860611518,2.83007167745
"47",2.87987376047395,4.1918631276,1.23372627717632,2.4879990316
"48",4.67946788460731,4.5778256919,3.39864318218591,2.9248992025
"49",3.72369709331301,4.29095951625455,-0.241493135926021,-1.08896418515
